company,sector,cpc_code,n_total,quality_avg,quality_norm_avg,n_years,name_clean
"Hanpin Electron Co., Ltd.",Technology,6,11,0.44631505,-0.425875,8,hanpin electron
University of Wales College of Medicine,Life Sciences,2,11,0.14140023,-1.0513333,6,university of wales college of medicine
"Noise Cancellation Technologies, Inc.",Technology,7,11,0.66006494,0.84000003,2,noise cancellation
Noble Corporation,Life Sciences,0,11,0.42236647,0.07128572,7,noble
"Dstillery, Inc.",Technology,7,11,0.7274594,0.9366,5,dstillery
DrÃƒÂ¤ger Sicherheitstechnik GmbH,Technology,6,11,0.30884838,-1.22,2,dr ger sicherheitstechnik
"Saebo, Inc.",Life Sciences,0,11,0.68254846,1.0697143,7,saebo
Sabinsa Corporation,Life Sciences,2,11,0.17485538,-0.8945,8,sabinsa
KEM HONGKONG LIMITED,Industrial,4,11,0.46118563,0.24025,4,kem hongkong
Ovation Products Corporation,Industrial,1,11,0.49810895,1.1636,5,ovation products
"Delpor, Inc.",Life Sciences,0,11,0.5707479,0.36733332,6,delpor
"Delphinus Medical Technologies, Inc.",Life Sciences,0,11,0.7396623,1.0638001,5,delphinus medical
"Neocoil, LLC",Life Sciences,0,11,0.6787031,0.82839996,5,neocoil
"SANYO MACHINE WORKS, LTD.",Industrial,5,11,0.24922255,-0.73425,8,sanyo machine works
Medeikon Corporation,Technology,6,11,0.7233838,1.0368,5,medeikon
Advanced Medical Instruments,Life Sciences,0,11,0.21694934,-0.739625,8,advanced medical instruments
University of Tartu,Life Sciences,2,11,0.20652649,-1.04875,8,university of tartu
"Trellis Phase Communications, LP",Technology,7,11,0.7994419,1.3262,5,trellis phase communications lp
"CNEX LABS, Inc.",Technology,6,11,0.7542967,1.0819999,3,cnex labs
CMT MEDICAL TECHNOLOGIES LTD.,Life Sciences,0,11,0.38634586,-0.3475,6,cmt medical
CMS Peptides Patent Holding Company Limited,Life Sciences,2,11,0.13451591,-1.2908,5,cms peptides patent holding
"SZUBA CONSULTING, INC.",Industrial,5,11,0.3496376,-0.315,5,szuba consulting
SYNTUNE AB,Technology,7,11,0.2827076,-1.2558,5,syntune ab
"Fluid Quip, Inc.",Industrial,1,11,0.3561711,-0.08700001,6,fluid quip
MICRODATA CORPORATION,Industrial,1,11,0.4897298,0.6346666,6,microdata
"CLPH, LLC",Life Sciences,0,11,0.6701546,0.7845,4,clph
MeadWestvaco Calmar Netherlands BV,Industrial,1,11,0.3641733,-0.1815,6,meadwestvaco calmar netherlands
"Century Display(ShenZhen)Co., Ltd.",Technology,6,11,0.38002026,-0.7686667,3,century display shenzhen
Centrotherm Photovoltaics AG,Technology,7,11,0.30415106,-1.152,8,centrotherm photovoltaics
"SAS IP, LLC",Technology,6,11,0.7071349,0.897,5,ip
"FORE Systems, Inc.",Technology,7,11,0.67166513,0.906,2,fore
JDSU UK Limited,Technology,7,11,0.5915944,0.26000002,3,jdsu uk
"NetBase Solutions, Inc.",Technology,6,11,0.855344,1.58625,4,netbase solutions
"Diagnostics for the Real World, LTD.",Life Sciences,2,11,0.43703404,-0.04014286,7,diagnostics for real world
MICROTRONIC AG,Technology,7,11,0.49109074,-0.192,8,microtronic
MICROTRAC INC.,Technology,6,11,0.36096483,-0.87679994,5,microtrac
ENSHU LIMITED,Industrial,1,11,0.30941707,-0.342125,8,enshu
ENPRESS LLC,Industrial,1,11,0.3860413,-0.014428573,7,enpress
Anadarko Petroleum Corporation,Industrial,4,11,0.57130474,1.2474287,7,anadarko petroleum
Amtek Research International LLC,Technology,7,11,0.4113775,-0.59175,8,amtek research
JMicron Technology Corp.,Technology,6,11,0.37732226,-0.78757143,7,jmicron
Cenovus Energy Inc.,Industrial,4,11,0.51236033,0.5352,5,cenovus energy
Cembre S.p.A,Industrial,1,11,0.36267856,-0.1832857,7,cembre s p a
"SCHNEIDER ELECTRIC SOLAR INVERTERS USA, INC.",Technology,7,11,0.5202719,-0.08580001,5,schneider electric solar inverters usa
SCHAERER AG,Life Sciences,0,11,0.32077405,-0.685,4,schaerer
SCG Chemicals Co. Ltd,Life Sciences,2,11,0.2905129,-0.87899995,3,scg chemicals
Haldex Hydraulics Corporation,Industrial,5,11,0.542109,1.0758333,6,haldex hydraulics
"JMAR Research, Inc.",Technology,7,11,0.5969191,0.39777777,9,jmar research
"Florida Institute for Human and Machine Cognition, Inc.",Technology,6,11,0.59661,0.297,7,florida institute for human machine cognition
KCC Corporation,Life Sciences,2,11,0.22167571,-1.067125,8,kcc
MINERVA BIOTECHNOLOGIES CORPORATION,Technology,6,11,0.44357133,-0.45757142,7,minerva biotechnologies
KEARNEY-NATIONAL INC.,Technology,7,11,0.4621235,-0.3108889,9,kearney national
"KDI Precision Products, Inc.",Industrial,5,11,0.40564215,0.55866665,6,kdi precision products
"Advenira Enterprises, Inc.",Industrial,1,11,0.49123713,0.4305,6,advenira enterprises
"Advaxis, Inc.",Life Sciences,0,11,0.7622946,1.12175,4,advaxis
"Advanta Technology, Ltd",Life Sciences,0,11,0.15835378,-0.9582,5,advanta
"SCOTSMAN ICE SYSEMS, LLC",Industrial,5,11,0.351718,0.057142854,7,scotsman ice sysems
"SCIPERIO, INC",Technology,6,11,0.6959362,0.85722226,9,sciperio
SCIENCE PARK CORPORATION,Technology,6,11,0.41752633,-0.55149996,8,science park
SCI PHARMTECH INC.,Life Sciences,2,11,0.1797611,-1.2176666,6,sci pharmtech
University of Manchester Institute of Science and Technology,Industrial,3,11,0.27636266,-0.43933335,6,university of manchester institute of science
University of Kent,Life Sciences,0,11,0.5076839,0.21242857,7,university of kent
Hadley Products Corporation,Industrial,1,11,0.51395655,1.104,8,hadley products
Hackforth GmbH,Industrial,5,11,0.16989592,-1.23825,8,hackforth
"Cellgate, Inc.",Life Sciences,2,11,0.5680008,1.0467501,4,cellgate
Celletra Ltd.,Technology,7,11,0.6704282,0.7895,6,celletra
Cellepathy Inc.,Technology,6,11,0.8814896,1.7110001,5,cellepathy
McCoy Corporation,Industrial,4,11,0.38680953,0.0804,5,mccoy
Aeroprobe Corporation,Industrial,1,11,0.78655297,2.052,6,aeroprobe
Trisport AG,Life Sciences,0,11,0.32238787,-0.244625,8,trisport
Triosyn Corp.,Life Sciences,0,11,0.40230617,0.1101111,9,triosyn
"Trion Worlds, Inc.",Life Sciences,0,11,0.8293939,1.474,4,trion worlds
"COASTAL PET PRODUCTS, INC.",Life Sciences,0,11,0.3395452,-0.3075,8,coastal pet products
"CO-DIAGNOSTICS, INC.",Life Sciences,0,11,0.3815345,-0.097625,8,diagnostics
CNS COMPANY,Life Sciences,0,11,0.44563988,0.40614286,7,cns
"SUNSTAR AMERICAS, INC.",Life Sciences,0,11,0.62124413,0.74042857,7,sunstar americas
"SUNSHINE KAIDI NEW ENERGY GROUP CO., LTD.",Life Sciences,2,11,0.17198794,-1.3594999,4,sunshine kaidi new energy
"FlowMedica, Inc.",Life Sciences,0,11,0.862347,2.2464,5,flowmedica
"Flow Sciences, Inc.",Industrial,1,11,0.3134711,-0.22733334,9,flow sciences
"Flow Polymers, LLC",Life Sciences,2,11,0.35275555,-0.35683334,6,flow polymers
"SULLAIR, LLC",Industrial,5,11,0.2914401,-0.49630004,10,sullair
"Flint Hills Resources, LP",Life Sciences,2,11,0.39461866,-0.24633335,6,flint hills resources lp
Flint Group Germany GmbH,Technology,6,11,0.22571214,-1.538,5,flint germany
"SUNNY WHEEL INDUSTRIAL CO., LTD.",Industrial,1,11,0.35287872,-0.11514286,7,sunny wheel industrial
SUN YAT-SEN UNIVERSITY,Life Sciences,2,11,0.13400717,-1.4731666,6,sun yat sen university
"SUN SAME ENTERPRISES CO., LTD.",Industrial,1,11,0.22430478,-1.0165714,7,sun same enterprises
"SUMO LOGIC, INC.",Technology,6,11,0.8296298,1.4432,5,sumo logic
COLIBRI HEART VALVE LLC,Life Sciences,0,11,0.9344815,1.9212,5,colibri heart valve
COLBERT PACKAGING CORPORATION,Industrial,1,11,0.548718,0.90642864,7,colbert packaging
"Aeromotive, LLC",Industrial,1,11,0.35291937,-0.1938,10,aeromotive
"Universities Research Association, Inc.",Technology,6,11,0.4272733,-0.49166667,6,universities research association
"Maverick Industries, Inc.",Technology,6,11,0.63434166,0.541,9,maverick industries
"SEARI ELECTRIC TECHNOLOGY CO., LTD.",Technology,7,11,0.21223086,-1.6095,4,seari electric
"Cellport Systems, Inc.",Technology,7,11,0.8400152,1.61625,8,cellport
Universitat de les Illes Balears,Life Sciences,0,11,0.13343395,-1.4580001,7,universitat de les illes balears
JOHNSON & JOHNSON RESEARCH PTY. LIMITED,Life Sciences,2,11,0.26746482,-0.5695555,9,johnson johnson research pty
American Seating Company,Industrial,1,11,0.50514674,0.84922224,9,american seating
Tru-Test Limited,Technology,7,11,0.42197213,-0.538,6,tru test
Destiny Software Productions Inc.,Technology,7,11,0.79783356,1.3027999,5,destiny software productions
Destination Maternity Corporation,Life Sciences,0,11,0.5771217,0.53783333,6,destination maternity
"Organicid, Inc.",Technology,7,11,0.63681877,0.585,5,organicid
KAUTEX MASCHINENBAU GMBH,Industrial,1,11,0.19791985,-1.11275,8,kautex maschinenbau
SULZER METAPLAS GMBH,Life Sciences,2,11,0.25411987,-0.88699996,4,sulzer metaplas
Affitech Research AS,Life Sciences,2,11,0.36837542,-0.41316667,6,affitech research as
Cel-Sci Corporation,Life Sciences,2,11,0.12621199,-1.1315,6,cel sci
CeNes Limited,Life Sciences,2,11,0.17730959,-0.95157146,7,cenes
"SECTURION SYSTEMS, INC.",Technology,6,11,0.80997896,1.3583332,3,secturion
SEBIA,Technology,6,11,0.3343953,-1.0324,10,sebia
FOSBER S.P.A.,Industrial,1,11,0.28790346,-0.3697778,9,fosber s p a
"FORTA, LLC",Life Sciences,2,11,0.40934977,0.08266666,6,forta
"ONDAVIA, INC.",Technology,6,11,0.36825293,-0.8316,5,ondavia
"SUB-ONE TECHNOLOGY, LLC.",Life Sciences,2,11,0.3598828,-0.28300002,6,sub one
STUDSVIK INC.,Industrial,1,11,0.40451172,0.3977143,7,studsvik
STRIDSBERG INNOVATION AB,Technology,6,11,0.50836074,-0.072625,8,stridsberg innovation ab
"Flair, LLC",Industrial,1,11,0.3936986,0.36142856,7,flair
American Grease Stick Company,Industrial,1,11,0.5591399,1.04075,8,american grease stick
"American Development Group International, LLC",Industrial,4,11,0.49495655,0.5952,5,american development
"TruTouch Technologies, Inc.",Life Sciences,0,11,0.8013544,1.5571429,7,trutouch
FP-Pigments Oy,Life Sciences,2,11,0.17516771,-1.012375,8,fp pigments oy
SEMANTIC TECHNOLOGIES PTY LTD,Technology,6,11,0.6563549,0.59566665,3,semantic pty
SEM AB,Industrial,5,11,0.27916542,-0.66283333,6,sem ab
"Afirma Consulting & Technologies, S. L.",Technology,7,11,0.59431255,0.2824,5,afirma consulting s l
"Afiniti International Holdings, Ltd.",Technology,7,11,0.90779954,1.8449999,3,afiniti
United States Can Company,Industrial,1,11,0.32435262,-0.10333335,6,united states can
United Solar Ovonic LLC,Technology,7,11,0.42687625,-0.49400002,5,united solar ovonic
"EPIC OIL EXTRACTORS, LLC",Life Sciences,2,11,0.3107442,-0.727,4,epic oil extractors
Ottawa Heart Institute Research Corporation,Life Sciences,0,11,0.28473374,-0.5095556,9,ottawa heart institute research
"SENER, INGENIERIA Y SISTEMAS, S.A.",Industrial,5,11,0.24422517,-0.7762,10,sener ingenieria y sistemas s a
SENSOR DEVELOPMENTS AS,Industrial,4,11,0.3823941,-0.18825,4,sensor developments as
SENSOMOTORIC INSTRUMENTS GESELLSCHAFT FUR INNOVATIVE SENSORIK MBH,Life Sciences,0,11,0.39636096,-0.38560003,5,sensomotoric instruments gesellschaft fur innovative sensorik mbh
SENSEWHERE LIMITED,Technology,7,11,0.69763196,0.789,5,sensewhere
"United Sciences, LLC",Life Sciences,0,11,0.64556193,0.695,2,united sciences
AgileTV Corporation,Technology,7,11,0.74159974,1.1298572,7,agiletv
"STORM PNEUMATIC TOOL CO., LTD.",Industrial,1,11,0.31913385,-0.35657144,7,storm pneumatic tool
CONROS CORPORATION,Industrial,1,11,0.27914566,-0.40314287,7,conros
CONNECTQUEST LLC,Technology,7,11,0.80838513,1.3399999,4,connectquest
COMSATS Institute of Information Technology,Life Sciences,2,11,0.28794238,-0.8725,4,comsats institute of information
"MITSUBISHI HITACHI POWER SYSTEMS ENVIRONMENTAL SOLUTIONS, LTD.",Life Sciences,2,11,0.4448391,-0.22999997,3,mitsubishi hitachi power environmental solutions
Fishman Corporation,Technology,7,11,0.41920432,-0.6161428,7,fishman
MJC PROBE INC.,Technology,6,11,0.43082085,-0.4766667,6,mjc probe
"Flex Logix Technologies, Inc.",Technology,7,11,0.6197088,0.41300002,3,flex logix
"Unitech Pharmaceuticals, Inc.",Life Sciences,2,11,0.14441423,-1.0678571,7,unitech pharmaceuticals
Unit Instruments,Technology,7,11,0.5092557,-0.054249987,4,unit instruments
Ahlstrom Glassfibre Oy,Industrial,3,11,0.30420035,-0.26371428,7,ahlstrom glassfibre oy
"SER Solutions, Inc.",Technology,6,11,0.6229892,0.5222,5,ser solutions
"Agritecno Yazaki Co., Ltd.",Life Sciences,0,11,0.21242405,-0.74644446,9,agritecno yazaki
"Agrimond, L.L.C.",Life Sciences,2,11,0.3156429,-0.069,3,agrimond l l c
"MO-DV, INC.",Technology,6,11,0.7124336,0.891,6,mo dv
"MKS Japan, Inc.",Technology,6,11,0.21105698,-1.7017778,9,mks japan
"CONTOUR DESIGN, INC.",Technology,6,11,0.7413098,1.0419999,6,contour design
"CONTINENTAL DATALABEL, INC.",Industrial,1,11,0.4660286,0.5165,6,continental datalabel
"CONTEMPORARY AMPEREX TECHNOLOGY CO., LIMITED",Technology,7,11,0.18602726,-1.7344999,2,contemporary amperex
KANAZAWA UNIVERSITY,Technology,7,11,0.24412297,-1.5167142,7,kanazawa university
Tui Laser AG,Technology,7,11,0.56644374,0.2234,5,tui laser
Unipac Optoelectronics Corp.,Technology,6,11,0.34925604,-0.9695,6,unipac optoelectronics
Maschinenbau Oppenweiler Binder GmbH & Co. KG,Industrial,1,11,0.16632959,-1.231,10,maschinenbau oppenweiler binder kg
Cascade Waterworks Manufacturing Co.,Industrial,5,11,0.34710458,0.0010000016,8,cascade waterworks manufacturing
"SERVE VIRTUAL ENTERPRISES, INC.",Technology,6,11,0.7753776,1.2006667,3,serve virtual enterprises
"SHANGHAI SIM-BCD SEMICONDUCTOR MANUFACTURING CO., Ltd.",Technology,7,11,0.3987918,-0.6868333,6,shanghai sim bcd semiconductor manufacturing
SHANGHAI RESEARCH CENTER FOR WIRELESS COMMUNICATIONS,Technology,7,11,0.31316456,-1.10875,4,shanghai research center for wireless communications
"James K. and Mary A. Sanders Family, LLC",Industrial,4,11,0.34718618,-0.30925,4,james k mary a sanders family
"Carticept Medical, Inc.",Technology,6,11,0.9178473,1.89,5,carticept medical
"Carter Fuel Systems, LLC",Industrial,5,11,0.4712874,0.31800002,4,carter fuel
SHEDRAIN CORPORATION,Life Sciences,0,11,0.72154725,1.249,7,shedrain
"Alumend, LLC",Life Sciences,2,11,0.30309248,-0.7506666,6,alumend
STEEPER ENERGY APS,Life Sciences,2,11,0.3261661,-0.741,2,steeper energy aps
STEELCO S.P.A.,Industrial,1,11,0.20833342,-1.1362001,5,steelco s p a
"Amana Company, L.P.",Industrial,5,11,0.39080423,0.508,2,amana l p
"Amalfi Semiconductor, Inc.",Technology,7,11,0.70391387,0.91483337,6,amalfi semiconductor
HMT LLC,Industrial,1,11,0.30524734,-0.287,6,hmt
"KANKYO CO., LTD.",Industrial,5,11,0.282794,-0.4735,8,kankyo
"SHAW INTELLECTUAL PROPERTY HOLDINGS, LLC",Life Sciences,2,11,0.43709826,0.127625,8,shaw intellectual property
"FUJI SHOJI CO., LTD.",Industrial,1,11,0.18200073,-1.1901429,7,fuji shoji
"Mark VII Equipment, Inc.",Industrial,1,11,0.4119578,0.42737502,8,mark vii equipment
"SHENZHEN XINGRISHENG INDUSTRIAL CO., LTD.",Life Sciences,0,11,0.31001225,-0.715,6,shenzhen xingrisheng industrial
"SHENZHEN O-FILM TECH. CO., LTD.",Technology,6,11,0.45212254,-0.42224997,4,shenzhen o film tech
"SHENYANG INSTITUTE OF AUTOMATION, CHINESE ACADEMY OF SCIENCES",Technology,7,11,0.30723518,-1.14075,4,shenyang institute of automation chinese academy of sciences
"Cascade Designs, Inc.",Life Sciences,0,11,0.40980983,0.07211111,9,cascade designs
"Altec, Inc.",Life Sciences,0,11,0.6298938,1.12,8,altec
"Altair Nanomaterials, Inc.",Life Sciences,2,11,0.39276204,0.16712499,8,altair nanomaterials
Tymphany HK Limited,Technology,7,11,0.67205507,0.65999997,5,tymphany hk
Tygard Machine & Manufacturing Company,Industrial,1,11,0.36664692,-0.13230002,10,tygard machine manufacturing
"KAMAKURA KOKI CO., LTD.",Technology,6,11,0.26258612,-1.3748751,8,kamakura koki
"STAR MANUFACTURING INTERNATIONAL, INC.",Life Sciences,0,11,0.5616358,0.9104286,7,star manufacturing
STAMICARBON B.V. ACTING UNDER THE NAME OF MT INNOVATION CENTER,Life Sciences,2,11,0.17919965,-1.3466667,3,stamicarbon b v acting under name of mt innovation center
Fischer Automotive Systems GmbH,Industrial,1,11,0.22216268,-0.838,6,fischer automotive
"First USA Bank, N.A.",Technology,6,11,0.7282961,1.1564,5,first usa bank n a
KACO GmbH + Co. KG,Industrial,5,11,0.2891832,-0.59085715,7,kaco kg
Caroma Industries Limited,Industrial,4,11,0.16573405,-1.2565,8,caroma industries
Carmanah Technologies Corp.,Technology,7,11,0.4723434,-0.29125,8,carmanah
"Carlisle FoodService Products, LLC",Life Sciences,0,11,0.49534202,0.4,8,carlisle foodservice products
"FUJITEC CO., LTD.",Industrial,1,11,0.3484896,-0.17081818,11,fujitec
Markmonitor Inc.,Technology,7,11,0.8287568,1.5288,5,markmonitor
HYCON TECHNOLOGY CORP.,Technology,7,11,0.33706957,-0.98,7,hycon
Unaxis International Trading Ltd,Technology,7,11,0.25227502,-1.4088,5,unaxis trading
Unaxis Deutschland GmbH,Technology,7,11,0.2592476,-1.465,6,unaxis deutschland
Osmetech PLC,Technology,6,11,0.22967999,-1.6215,4,osmetech
U-CONN TECHNOLOGY INC.,Technology,6,11,0.31802332,-1.1406666,3,u conn
"HOANA MEDICAL, INC.",Life Sciences,0,11,0.76657504,1.4571428,7,hoana medical
Firma G.B. Boucherie Naamloze Vennootschap,Life Sciences,0,11,0.27600187,-0.444625,8,firma g b boucherie naamloze vennootschap
COORSTEK KK,Technology,7,11,0.23478925,-1.5013334,3,coorstek kk
STAMFORD DEVICES LIMITED,Life Sciences,0,11,0.6019135,0.46375,4,stamford devices
STABLE SOLUTIONS LLC,Life Sciences,0,11,0.5055097,0.20800002,7,stable solutions
"CORVIA MEDICAL, INC.",Life Sciences,0,11,0.95651364,1.9375,4,corvia medical
CORNEAL INDUSTRIE,Life Sciences,0,11,0.32972476,-0.064,6,corneal industrie
"CORMETECH, INC.",Industrial,1,11,0.35621613,-0.1746,5,cormetech
KABUSHIKI KAISHA ITAYA SEISAKU SHO,Industrial,1,11,0.22320314,-0.864625,8,kabushiki kaisha itaya seisaku sho
"HOME PRODUCERS NETWORK, LLC",Technology,6,11,0.8490914,1.5522001,5,home producers network
CPH Innovations Corp.,Life Sciences,2,11,0.5634433,0.79925,4,cph innovations
COVENTRY UNIVERSITY,Industrial,4,11,0.25001055,-0.7895,8,coventry university
"SPRI PRODUCTS, INC.",Life Sciences,0,11,0.58884627,0.66085714,7,spri products
"SST Systems, Inc",Industrial,1,11,0.3803554,-0.12875,8,sst
Financial Systems Technology (Intellectual Property) PTY Ltd.,Technology,6,11,0.5480955,0.107857145,7,financial intellectual property pty
"MONOGRAM AEROSPACE FASTENERS, INC.",Industrial,5,11,0.44628057,0.42385715,7,monogram aerospace fasteners
"SS8 NETWORKS, INC.",Technology,7,11,0.72001606,0.9522857,7,ss8 networks
"SR Technologies, Inc.",Technology,7,11,0.52634245,-0.029999992,3,sr
"U.I.T., L.L.C.",Industrial,1,11,0.40170103,0.32557145,7,u i t l l c
U-NICA Technology AG,Industrial,1,11,0.3191711,-0.49640003,5,u nica
"Neodyne Biosciences, Inc.",Life Sciences,0,11,0.9300358,1.87225,4,neodyne biosciences
"SHINKO PANTEC CO., LTD",Life Sciences,2,11,0.18589272,-0.82199997,4,shinko pantec
"CardioVax, LLC",Life Sciences,0,11,0.4319401,-0.18699999,3,cardiovax
SHOWA GLOVE CO.,Life Sciences,0,11,0.36923832,-0.3635,8,showa glove
FUNDACIÒ CENTRE TECNOLOGIC DE TELECOMMUNICACIONS DE CATALUNYA (CTTC),Technology,7,11,0.42389885,-0.5535,4,fundaci centre tecnologic de telecommunicacions de catalunya cttc
FUNDACION TECNALIA RESEARCH & INNOVATION,Industrial,1,11,0.29635695,-0.6396667,6,fundacion tecnalia research innovation
FUJTSU LIMITED,Technology,7,11,0.5126606,-0.042444453,9,fujtsu
OPALUX INCORPORATED,Technology,6,11,0.56374973,0.12920001,5,opalux incorporated
OrthoPediatrics Corp.,Life Sciences,0,11,0.7692266,1.2666249,8,orthopediatrics
EOS HOLDING GMBH,Life Sciences,0,11,0.49872586,0.20566666,6,eos holding
KABA ILCO Corp.,Industrial,4,11,0.48504046,0.644,7,kaba ilco
Alphamed Pharmaceuticals Corp,Life Sciences,0,11,0.116898134,-1.1775,4,alphamed pharmaceuticals
"Marius Pharmaceuticals, Inc.",Life Sciences,0,11,0.49706864,0.15750001,6,marius pharmaceuticals
"Ultraclenz, LLC",Technology,6,11,0.47386083,-0.32033336,6,ultraclenz
"Cardiovascular Imaging Systems, Inc.",Life Sciences,0,11,0.63572484,1.5828,5,cardiovascular imaging
"Marconi Medical Systems, Inc.",Technology,6,11,0.42403486,-0.5543333,3,marconi medical
Marco Systemanalyse und Entwicklung GmbH,Industrial,5,11,0.2258249,-0.87216663,6,marco systemanalyse und entwicklung
March Networks Corporation,Technology,7,11,0.48066318,-0.27199998,9,march networks
Maquis Techtrix LLC,Technology,6,11,0.7816658,1.3625001,6,maquis techtrix
Uddeholm Tooling Aktiebolag,Life Sciences,2,11,0.19288553,-0.88666666,9,uddeholm tooling aktiebolag
HUMAN GENETIC SIGNATURES PTY. LTD.,Life Sciences,2,11,0.6057629,0.6526666,6,human genetic signatures pty
Japan Health Sciences Foundation,Life Sciences,0,11,0.18612994,-1.1725554,9,japan health sciences foundation
"HUVITZ CO., LTD.",Life Sciences,0,11,0.25205025,-0.812,7,huvitz
"Allsop, Inc.",Industrial,5,11,0.44256228,0.59577775,9,allsop
UBIQ Semiconductor Corp.,Technology,7,11,0.37611157,-0.80025005,4,ubiq semiconductor
"SPIRE GLOBAL, INC.",Technology,6,11,0.5976407,0.30766666,3,spire global
Fieldbus Foundation,Technology,6,11,0.8173492,1.525625,8,fieldbus foundation
SPINEWELDING AG,Life Sciences,0,11,0.7370336,1.0145,4,spinewelding
"CREATV MICROTECH, INC.",Technology,6,11,0.68907565,0.85366666,9,creatv microtech
"OPHIR, INC.",Technology,6,11,0.558545,0.176,8,ophir
HUNTSMAN TEXTILE EFFECTS (GERMANY) GmbH,Industrial,3,11,0.15614156,-1.3418571,7,huntsman textile effects germany
UTSUNOMIYA UNIVERSITY,Technology,6,11,0.27301988,-1.32125,8,utsunomiya university
SIEGFRIED AG,Life Sciences,2,11,0.16138808,-1.3055714,7,siegfried
SIDERGAS SPA,Industrial,1,11,0.57980555,1.0798571,7,sidergas spa
Cardiac Pathways Corporation,Life Sciences,0,11,0.7298312,2.2467499,4,cardiac pathways
"FabTech, Inc.",Technology,7,11,0.6164284,0.45949998,2,fabtech
"Manta Devices, LLC",Life Sciences,0,11,0.8974601,1.7390001,7,manta devices
"Cardiac Mariners, Inc.",Technology,6,11,0.7203738,1.143,3,cardiac mariners
"Jazio, Inc.",Technology,7,11,0.83063805,1.7042857,7,jazio
Jay R. Smith Mfg. Co.,Industrial,4,11,0.29057968,-0.54975,8,jay r smith mfg
MT.DERM GMBH,Life Sciences,0,11,0.44020918,-0.16171429,7,mt derm
MSI Machineering Solutions Inc.,Industrial,4,11,0.4471148,0.585,6,msi machineering solutions
"MRL Industries, Inc.",Technology,7,11,0.5791558,0.27566665,9,mrl industries
"SPINELOGIK, INC.",Life Sciences,0,11,0.908183,1.7958,5,spinelogik
SPIBER TECHNOLOGIES AB,Life Sciences,2,11,0.20561187,-1.1682856,7,spiber ab
"SPENTECH, INC.",Life Sciences,0,11,0.7993062,1.9525715,7,spentech
"SPECIALTY COATING SYSTEMS, INC.",Life Sciences,2,11,0.3752468,-0.13244446,9,specialty coating
SPECIAL SPRINGS S.R.L.,Industrial,5,11,0.20490925,-1.1067144,7,special springs s r l
"ULC Robotics, Inc.",Technology,6,11,0.44809362,-0.41616666,6,ulc robotics
Alpa Lumber Inc.,Industrial,4,11,0.44171542,0.40237498,8,alpa lumber
"Jarrow Formulas, Inc.",Life Sciences,0,11,0.32345927,-0.49011108,9,jarrow formulas
"Mamac Systems, Inc.",Technology,6,11,0.48433104,-0.20333333,6,mamac
"Carbon, Inc.",Industrial,1,11,0.8448803,2.3065,2,carbon
Carbodeon Ltd. Oy,Life Sciences,2,11,0.24792123,-0.98899996,5,carbodeon oy
"SILVERGATE PHARMACEUTICALS, INC.",Life Sciences,0,11,0.5839968,0.38825,4,silvergate pharmaceuticals
SILHOUETTE INTERNATIONAL SCHMIED AG,Technology,6,11,0.1768417,-1.843125,8,silhouette schmied
SONY OLYMPUS MEDICAL SOLUTIONS INC.,Life Sciences,0,11,0.40576506,-0.4065,2,sony olympus medical solutions
"CSA Engineering, Inc.",Industrial,5,11,0.31786698,-0.1336,5,csa engineering
Fiberlite Centrifuge LLC,Industrial,1,11,0.52781826,0.6785,2,fiberlite centrifuge
Fiatavio S.p.A.,Industrial,5,11,0.18692097,-1.1058,5,fiatavio s p a
"ULTRA COMMUNICATIONS, INC.",Technology,6,11,0.6036582,0.3292857,7,ultra communications
HONEY BEE MANUFACTURING LTD.,Life Sciences,0,11,0.6528553,0.7646,5,honey bee manufacturing
K+S AKTIENGESELLSCHAFT,Life Sciences,2,11,0.17125659,-1.1948,5,k s aktiengesellschaft
"MTE, LLC",Technology,7,11,0.47500145,-0.27662498,8,mte
"Cantega Technologies, Inc.",Technology,7,11,0.4628776,-0.35183334,6,cantega
Mann & Hummel Protec GmbH,Industrial,1,11,0.19080535,-1.034,7,mann hummel protec
"Manheim Investments, Inc.",Technology,6,11,0.7292708,0.9825715,7,manheim investments
"Mandiant, Inc.",Technology,6,11,0.62735945,0.445,5,mandiant
"Fairmount Minerals, Ltd.",Life Sciences,2,11,0.44910613,0.252,6,fairmount minerals
SIMBIONIX LTD.,Technology,6,11,0.66630167,0.69516665,6,simbionix
HUESKER SYNTHETIC GMBH,Industrial,4,11,0.19822872,-1.0108571,7,huesker synthetic
"HUBEI SHENGJIA WIRING CO., LTD.",Technology,7,11,0.46327615,-0.37066665,3,hubei shengjia wiring
"HUAWEI MARINE NETWORKS CO., LTD.",Technology,7,11,0.53988606,0.03842858,7,huawei marine networks
HTC SWEDEN AB,Industrial,1,11,0.32866558,-0.32585713,7,htc sweden ab
Jenoptik Robot GmbH,Technology,6,11,0.30278724,-1.1622,5,jenoptik robot
MULTIPOND Wägetechnik GmbH,Technology,6,11,0.24435961,-1.4915,8,multipond w getechnik
CUBIC TECH CORPORATION,Industrial,1,11,0.55158335,0.76016665,6,cubic tech
"CRYSTAL PHARMA, S.A.U.",Life Sciences,2,11,0.12528303,-1.5231667,6,crystal pharma s a u
MVTec Software GmbH,Technology,6,11,0.4530154,-0.37777776,9,mvtec software
UNHWA CORPORATION,Life Sciences,0,11,0.26519316,-0.8821429,7,unhwa
